"ARP","DATE","PS_AVG","WSPD_AVG","WSPD_MAX","WSPD_INS","CA_TOT_AVG","RN_SUM","VIS_MNM","CLA","BASE","MIST","HM_INV"
"ARP1",16,1008.47099654595,8.43705056810982,14.1416187330342,23.0924112408555,2.9151520105335,2.89048860247216,716.631187706029,3.9696617114965,52.4113227938073,7.73357304145117,0.0174989777777195
"ARP1",17,1012.71644709569,6.99384798675718,12.7674983950488,21.0493602922606,3.47871702736023,3.12678826182719,592.491426125547,4.37623844155822,59.7449415908697,5.64861448750978,0.0160767488596201
"ARP1",18,1016.01260848436,6.62094325121464,12.4478267296899,20.0415665050708,3.72464436054537,3.26806520082956,564.936963975428,4.31551069828896,64.3078728751378,4.28088946983627,0.0154318372383218
"ARP1",19,1017.17093954974,6.57627960112611,12.3758214948858,19.6434214211986,3.83060877461077,3.28958496197379,564.619309285721,4.35130775545114,65.9267622786981,3.60074500856794,0.0151277292778781
"ARP1",20,1016.8024084541,6.58510901515903,12.3597008588914,19.4776797507681,3.87634409793599,3.29730515960434,567.089006389467,4.34913290169322,66.7472564154442,3.32183665763557,0.0149803756287515
"ARP1",21,1015.97091911364,6.59175411893109,12.3560959774918,19.4095843677852,3.89607941070855,3.29884428147656,568.201020377822,4.35266109986404,67.0760357146089,3.2291250412545,0.0149079383417833
"ARP1",22,1015.37676523578,6.59374700542753,12.3552900403265,19.3815161499653,3.90459568535362,3.29929584650551,568.454346587799,4.3528497907347,67.2293417496181,3.20812715522441,0.0148720688098404
"ARP1",23,1015.19643494395,6.59406137297253,12.355109866261,19.3699560500407,3.90827065284948,3.29939770292795,568.460039615618,4.35324536774663,67.2940732594954,3.20897985207821,0.0148542422816226
"ARP1",24,1015.2886295455,6.59404400845013,12.3550695871693,19.3651939855573,3.90985648635056,3.29942508278855,568.438548717961,4.35331227318265,67.3232230773949,3.21369938577925,0.0148453667698006
"ARP1",25,1015.44959322923,6.59401488404111,12.3550605825295,19.3632323994188,3.9105408101458,3.29943161877201,568.428594851805,4.35336205436095,67.335809463469,3.2173680357889,0.0148409438267358
"ARP1",26,1015.55564842862,6.59400463749862,12.3550585694873,19.3624243743247,3.91083611167723,3.29943330834042,568.426268966198,4.35337503911286,67.3413946415049,3.21945184654055,0.0148387387469725
"ARP1",27,1015.58244442043,6.59400266381313,12.3550581194595,19.3620915301314,3.91096354111189,3.29943372223866,568.426192461731,4.35338184558418,67.3438292763632,3.22045278780323,0.0148376391476062
"ARP1",28,1015.56110709391,6.59400261227151,12.355058018853,19.3619544238188,3.9110185298576,3.29943382736363,568.42637916113,4.35338402679773,67.3449029390272,3.22087601411896,0.0148370907530456
"ARP1",29,1015.53027597471,6.59400273184903,12.3550579963618,19.3618979465307,3.91104225877206,3.29943385342141,568.426468194869,4.35338500559658,67.3453728544856,3.22103436246131,0.0148368172413048
"ARP1",30,1015.51154326984,6.59400278262501,12.3550579913338,19.3618746822173,3.91105249834698,3.29943385998722,568.426489522555,4.35338535247137,67.3455795393514,3.22108562271591,0.0148366808235594
"ARP3",16,1009.49725241992,9.53237160837304,16.7647844382055,23.484350839825,3.75662931533526,5.39248125539896,837.734791243476,4.93813516325684,44.7144185108729,5.70925781858625,0.0153858667898108
"ARP3",17,1013.14523179522,8.48211928955565,15.656616809749,21.6202090071327,4.34056559164754,6.02651638466391,765.719925713346,4.86175392853108,51.8190195226889,4.33846938890551,0.014388976306564
"ARP3",18,1015.12862344198,8.19785124492888,15.4812956824463,21.2625268012946,4.63860103317395,5.93186368421449,748.174984744064,4.67260178232681,51.374437647376,3.37438019046859,0.0139102248559207
"ARP3",19,1015.45514884986,8.1380425738812,15.4876044541436,21.2293421850752,4.73221489539904,5.90272716861489,746.7863089369,4.6177685059686,50.5317232563668,2.87743310898598,0.0137292875983026
"ARP3",20,1015.04391263737,8.12906041005077,15.4996636096167,21.2343892196407,4.74831500435812,5.90247210796134,747.728727304698,4.5748197836255,50.3342066875509,2.68467486185126,0.0136743341510054
"ARP3",21,1014.61207346791,8.12868527738168,15.5032212724337,21.2374741649083,4.7461674910748,5.90332098394272,748.270354283897,4.55629653436341,50.3622264522353,2.63958929073804,0.0136627232875244
"ARP3",22,1014.41218142527,8.12903852004723,15.5036886183683,21.2382455872712,4.74313575741078,5.90341899552548,748.42700731487,4.54518140743308,50.3901566421909,2.64714627750535,0.0136625797953335
"ARP3",23,1014.40085625546,8.12920843282492,15.5036373363963,21.2383583068116,4.7417432684197,5.90340390417142,748.448412265618,4.53968580769679,50.3953661422759,2.66397028984915,0.0136640608664567
"ARP3",24,1014.45920361456,8.12925979955845,15.5035939936595,21.2383606728248,4.74134110604771,5.90339935122594,748.443994634615,4.53665167781347,50.3940531878503,2.67606504827465,0.0136650455700282
"ARP3",25,1014.50870393066,8.12927173710847,15.5035828400437,21.2383564765761,4.7412849567004,5.90339932040991,748.440132390606,4.53508037502454,50.3931515417021,2.68200231354763,0.0136654861969522
"ARP3",26,1014.52784784331,8.12927383553294,15.5035816909404,21.2383550212125,4.74130123097268,5.90339945401955,748.438810760226,4.53423616721221,50.3930244654689,2.6839388030806,0.0136656396574704
"ARP3",27,1014.52619444176,8.12927403895017,15.5035819544013,21.2383547371304,4.74131656136733,5.90339946916568,748.43856733705,4.53379213290932,50.3930786646648,2.68403304398356,0.0136656798485692
"ARP3",28,1014.51846227975,8.12927400512039,15.5035821056012,21.2383547096659,4.74132297413953,5.90339946676051,748.438576719664,4.53355570758578,50.3931070324328,2.68357679168756,0.013665685209344
"ARP3",29,1014.51296316421,8.12927397931895,15.5035821396822,21.2383547133175,4.74132466735699,5.90339946604915,748.438602509939,4.53343070819841,50.3931097333771,2.68312817142409,0.0136656832477773
"ARP3",30,1014.51125681558,8.12927397039178,15.5035821421223,21.2383547157015,4.7413248399211,5.90339946604576,748.438613122343,4.53336435112044,50.3931076552615,2.68283660131066,0.0136656812420999
"ARP5",16,1006.07484452285,7.28558587572033,13.9950962522902,22.3673230102516,4.62617635161482,6.09612081981317,894.030306246617,4.76748888964123,53.6020269458522,0.337819005068965,0.0125140533432693
"ARP5",17,1012.05491044785,6.22097310863055,12.266357278647,18.8386801230367,4.79239412047102,3.7751963930468,841.714059142419,4.71548183401362,60.3405713096821,-0.140311000873597,0.0124651699999351
"ARP5",18,1015.78259361371,5.7613233091947,11.8025409424555,17.7092995231274,4.87941884373639,4.20876192853923,806.531109959381,4.72394738290764,61.5159031311804,-0.502190782669929,0.0124372490048799
"ARP5",19,1016.63010993803,5.68045974061966,11.8484353725868,17.4719796379865,4.90541636877166,4.52777733008256,784.543186699113,4.73033640849064,61.7164392363251,-0.686596052621752,0.0124285143106097
"ARP5",20,1015.98813259961,5.71115346668447,11.9347060863473,17.4500148081551,4.91034041642332,4.57008176141612,770.582036158069,4.73103371552644,61.7505246845943,-0.755566708024832,0.0124264077105393
"ARP5",21,1015.18045435315,5.7416148145122,11.9655990177096,17.457534407432,4.91054934999979,4.55219036671793,761.748473017846,4.73063741880316,61.7563143625663,-0.771447711706871,0.0124259999597414
"ARP5",22,1014.76640623342,5.75354757477642,11.9666722335729,17.4623846791008,4.9102675871664,4.54383102666274,756.154947952217,4.73048850169738,61.7572976681668,-0.770152351988864,0.0124259418752514
"ARP5",23,1014.72283045185,5.75518117613953,11.9627193083514,17.4639530857585,4.91012658805057,4.5433093525797,752.613658092283,4.73048944846123,61.7574646670522,-0.766500291484634,0.0124259389873654
"ARP5",24,1014.83422198348,5.75412454819019,11.9608494869784,17.4642862610142,4.91008541361269,4.5439276666597,750.371565148089,4.73050253262152,61.7574930290642,-0.764414906691284,0.0124259407347922
"ARP5",25,1014.93789172629,5.75326560660622,11.9606030580088,17.4643183305746,4.91007785617005,4.54413205684318,748.952043011314,4.73050537739031,61.757497845882,-0.763846701776439,0.0124259415795489
"ARP5",26,1014.98081883244,5.7529606529198,11.9607635195632,17.4643083099541,4.91007763235251,4.54412855916726,748.053308300666,4.73050488270098,61.7574986639386,-0.76398892481401,0.0124259418307194
"ARP5",27,1014.97831111263,5.75293217656318,11.9608684389252,17.4643016451151,4.9100781078078,4.54410930078485,747.484297267734,4.73050452614929,61.757498802872,-0.764283034897268,0.0124259418891364
"ARP5",28,1014.96119262268,5.75296658446039,11.9608910412646,17.4642994674839,4.91007833594157,4.54410470919006,747.12404236686,4.73050448915832,61.7574988264675,-0.764505909889712,0.0124259418999874
"ARP5",29,1014.94850504571,5.75299047789532,11.9608858473232,17.4642989998956,4.91007840107257,4.54410527016078,746.895956119712,4.73050451170467,61.7574988304748,-0.76462496879812,0.0124259419014149
"ARP5",30,1014.94448008911,5.75299813370889,11.9608803591588,17.4642989531964,4.91007841263948,4.54410582568376,746.751549100587,4.73050451994524,61.7574988311554,-0.764672707133071,0.0124259419014443
"ARP7",16,1008.47099654595,8.43705056810982,14.1416187330342,23.0924112408555,2.9151520105335,2.89048860247216,716.631187706029,3.9696617114965,52.4113227938073,7.73357304145117,0.0174989777777195
"ARP7",17,1012.71644709569,6.99384798675718,12.7674983950488,21.0493602922606,3.47871702736023,3.12678826182719,592.491426125547,4.37623844155822,59.7449415908697,5.64861448750978,0.0160767488596201
"ARP7",18,1016.01260848436,6.62094325121464,12.4478267296899,20.0415665050708,3.72464436054537,3.26806520082956,564.936963975428,4.31551069828896,64.3078728751378,4.28088946983627,0.0154318372383218
"ARP7",19,1017.17093954974,6.57627960112611,12.3758214948858,19.6434214211986,3.83060877461077,3.28958496197379,564.619309285721,4.35130775545114,65.9267622786981,3.60074500856794,0.0151277292778781
"ARP7",20,1016.8024084541,6.58510901515903,12.3597008588914,19.4776797507681,3.87634409793599,3.29730515960434,567.089006389467,4.34913290169322,66.7472564154442,3.32183665763557,0.0149803756287515
"ARP7",21,1015.97091911364,6.59175411893109,12.3560959774918,19.4095843677852,3.89607941070855,3.29884428147656,568.201020377822,4.35266109986404,67.0760357146089,3.2291250412545,0.0149079383417833
"ARP7",22,1015.37676523578,6.59374700542753,12.3552900403265,19.3815161499653,3.90459568535362,3.29929584650551,568.454346587799,4.3528497907347,67.2293417496181,3.20812715522441,0.0148720688098404
"ARP7",23,1015.19643494395,6.59406137297253,12.355109866261,19.3699560500407,3.90827065284948,3.29939770292795,568.460039615618,4.35324536774663,67.2940732594954,3.20897985207821,0.0148542422816226
"ARP7",24,1015.2886295455,6.59404400845013,12.3550695871693,19.3651939855573,3.90985648635056,3.29942508278855,568.438548717961,4.35331227318265,67.3232230773949,3.21369938577925,0.0148453667698006
"ARP7",25,1015.44959322923,6.59401488404111,12.3550605825295,19.3632323994188,3.9105408101458,3.29943161877201,568.428594851805,4.35336205436095,67.335809463469,3.2173680357889,0.0148409438267358
"ARP7",26,1015.55564842862,6.59400463749862,12.3550585694873,19.3624243743247,3.91083611167723,3.29943330834042,568.426268966198,4.35337503911286,67.3413946415049,3.21945184654055,0.0148387387469725
"ARP7",27,1015.58244442043,6.59400266381313,12.3550581194595,19.3620915301314,3.91096354111189,3.29943372223866,568.426192461731,4.35338184558418,67.3438292763632,3.22045278780323,0.0148376391476062
"ARP7",28,1015.56110709391,6.59400261227151,12.355058018853,19.3619544238188,3.9110185298576,3.29943382736363,568.42637916113,4.35338402679773,67.3449029390272,3.22087601411896,0.0148370907530456
"ARP7",29,1015.53027597471,6.59400273184903,12.3550579963618,19.3618979465307,3.91104225877206,3.29943385342141,568.426468194869,4.35338500559658,67.3453728544856,3.22103436246131,0.0148368172413048
"ARP7",30,1015.51154326984,6.59400278262501,12.3550579913338,19.3618746822173,3.91105249834698,3.29943385998722,568.426489522555,4.35338535247137,67.3455795393514,3.22108562271591,0.0148366808235594
"ARP9",16,1007.40682283621,7.40932153694266,15.2733230799029,24.3213342937366,3.03204036961913,3.60468867873458,931.808971633514,4.56167535142869,85.8240240187754,4.29737942359162,0.016013684766741
"ARP9",17,1012.46138440767,6.41353352897509,13.6910006801838,20.8538406348707,3.80309344899962,4.27751527182458,905.862153238424,4.48575118452226,67.5397762193995,3.49636386874569,0.0151744712238583
"ARP9",18,1015.35421600293,6.03091138870297,12.2476586017026,18.4009948562365,4.09269308426538,4.25011863490468,890.487977756662,4.48032044915459,64.5258935670098,2.87350957996302,0.0147450745504594
"ARP9",19,1015.89041910227,5.88688870104444,11.7305700585582,17.3382217563431,4.19181959898999,4.21645041582425,882.544795754096,4.48122998983057,64.2302151502984,2.55178332866818,0.0145289825573133
"ARP9",20,1015.34410547775,5.8328288405227,11.468438796173,16.8010362542807,4.22483480656695,4.21132884046288,878.282076823767,4.48160611544657,64.2330509466091,2.43288759107262,0.014419192835048
"ARP9",21,1014.75070743712,5.81254495524055,11.3543782975414,16.5437998423618,4.23573571623034,4.21180175081886,876.019282026767,4.48166976775701,64.2414951044779,2.41154023385716,0.0143629445502885
"ARP9",22,1014.47878745105,5.80493461291099,11.3014903699064,16.4183384905884,4.2393247824961,4.21210737909251,874.814386272433,4.48167406884129,64.2435865154931,2.42410461360983,0.0143339820293351
"ARP9",23,1014.46743255937,5.80207929784319,11.2776237189183,16.3575319695051,4.24050536526769,4.21214435541338,874.173368487483,4.4816732459524,64.2439024526089,2.44185237403974,0.0143190280956734
"ARP9",24,1014.54854542358,5.80100801675281,11.2667292442508,16.3279976578209,4.24089358582151,4.21213828639297,873.832254137056,4.48167292349035,64.2439288876547,2.45544443478082,0.0143112958585341
"ARP9",25,1014.61411585624,5.80060608457168,11.2617803574291,16.3136631523617,4.24102123465241,4.21213558432757,873.650744889807,4.48167287017523,64.2439274209876,2.46379114172371,0.0143072947138504
"ARP9",26,1014.63731449035,5.80045528430409,11.259527653571,16.3067041266832,4.24106320482345,4.2121353375458,873.554160621247,4.48167286678872,64.2439263549437,2.46828535590212,0.0143052234543989
"ARP9",27,1014.63334947258,5.80039870580227,11.258503132041,16.3033259952951,4.24107700421335,4.21213540615801,873.502766729397,4.48167286752975,64.2439261198457,2.47048830406518,0.0143041510131556
"ARP9",28,1014.62266902949,5.80037747820819,11.2580370107356,16.3016860947107,4.2410815413041,4.21213542943803,873.475419247862,4.48167286780596,64.2439260873799,2.47149514982963,0.0143035956737368
"ARP9",29,1014.61583764659,5.80036951386245,11.2578249752124,16.3008900195167,4.2410830330489,4.21213543087144,873.46086723855,4.48167286785058,64.2439260851902,2.47193500567611,0.014303308088017
"ARP9",30,1014.6141568289,5.8003665257328,11.2577285152247,16.3005035705296,4.24108352351775,4.212135430151,873.45312389285,4.48167286785322,64.243926085476,2.47212538991696,0.0143031591558629
"ARP10",16,1006.88712132204,6.10854476913892,13.9657267670867,19.5150584315544,3.63029596121828,4.00068672647262,925.568219661839,3.42512344588973,55.5798747005447,2.89379721654347,0.0141713327454548
"ARP10",17,1013.025942951,5.66243062977498,11.6187733724451,16.1434925807917,4.1714750421548,4.58153427460219,884.954290278038,3.92033881102871,62.4702806755105,2.34867688634473,0.0136777315080764
"ARP10",18,1016.98897421389,5.49802798073239,10.9729438769963,15.3156444621374,4.36419748321713,4.71307514530387,860.199500042747,4.09127705927529,59.544778674726,1.918877689318,0.0134552630800406
"ARP10",19,1017.99824278181,5.43806454634535,10.7956617325728,15.1356633403726,4.43251299210072,4.7390273510465,845.276726041415,4.13382737376657,58.8833469789714,1.73085292570251,0.0134052927117155
"ARP10",20,1017.42339136185,5.41617799922358,10.7470023203804,15.0986521817609,4.45673632856972,4.74434749719209,836.271454806006,4.14556066007763,59.0137207200273,1.69106809866261,0.0134123726276762
"ARP10",21,1016.61841923413,5.40818985211279,10.7336466160287,15.0912588496727,4.46532528641639,4.74542615735486,830.837696882874,4.14868629583485,59.0653217608301,1.70465608205157,0.0134246629973346
"ARP10",22,1016.18043183892,5.40527432962507,10.7299808338683,15.0898055957959,4.46837070855512,4.74564554416858,827.558949464867,4.14952847374555,59.0612604336619,1.72370286229896,0.0134305813211393
"ARP10",23,1016.11274969506,5.40421021936922,10.7289746751225,15.0895225827219,4.46945053633639,4.74569012480758,825.580544305058,4.14975453445778,59.0577177279702,1.73460018846815,0.0134319648918326
"ARP10",24,1016.21100418754,5.40382183935807,10.7286985115707,15.0894677677678,4.46983341529037,4.7456991861695,824.386769115028,4.14981529077881,59.0576912817768,1.73824274559508,0.0134317872149335
"ARP10",25,1016.31225227744,5.40368008803855,10.7286227120931,15.0894571854533,4.46996917424739,4.74570102782687,823.666441842719,4.14983161291354,59.0579103795374,1.73840230213056,0.013431457245153
"ARP10",26,1016.35834537493,5.40362835150215,10.7286019071723,15.0894551464529,4.47001731085616,4.74570140213847,823.231794361363,4.14983599844725,59.0579293481134,1.73766313067167,0.0134312964851084
"ARP10",27,1016.35973629168,5.40360946865006,10.7285961967804,15.0894547540377,4.47003437885045,4.74570147821578,822.969526861163,4.149837176726,59.0579171680622,1.73706984923876,0.0134312582099097
"ARP10",28,1016.34485843195,5.40360257676808,10.7285946294312,15.0894546785689,4.47004043071901,4.74570149367821,822.811273921454,4.14983749330363,59.0579150210562,1.73679806698178,0.0134312626218342
"ARP10",29,1016.33259793262,5.4036000613622,10.7285941992359,15.0894546640609,4.4700425765548,4.74570149682089,822.715783657096,4.14983757836067,59.0579156118164,1.73673384064039,0.0134312714600848
"ARP10",30,1016.32804937611,5.40359914328688,10.7285940811589,15.0894546612727,4.47004333741258,4.74570149745963,822.658164565762,4.14983760121355,59.0579157925577,1.73675000672839,0.0134312758233002
"ARP15",16,1008.47099654595,8.43705056810982,14.1416187330342,23.0924112408555,2.9151520105335,2.89048860247216,716.631187706029,3.9696617114965,52.4113227938073,7.73357304145117,0.0174989777777195
"ARP15",17,1012.71644709569,6.99384798675718,12.7674983950488,21.0493602922606,3.47871702736023,3.12678826182719,592.491426125547,4.37623844155822,59.7449415908697,5.64861448750978,0.0160767488596201
"ARP15",18,1016.01260848436,6.62094325121464,12.4478267296899,20.0415665050708,3.72464436054537,3.26806520082956,564.936963975428,4.31551069828896,64.3078728751378,4.28088946983627,0.0154318372383218
"ARP15",19,1017.17093954974,6.57627960112611,12.3758214948858,19.6434214211986,3.83060877461077,3.28958496197379,564.619309285721,4.35130775545114,65.9267622786981,3.60074500856794,0.0151277292778781
"ARP15",20,1016.8024084541,6.58510901515903,12.3597008588914,19.4776797507681,3.87634409793599,3.29730515960434,567.089006389467,4.34913290169322,66.7472564154442,3.32183665763557,0.0149803756287515
"ARP15",21,1015.97091911364,6.59175411893109,12.3560959774918,19.4095843677852,3.89607941070855,3.29884428147656,568.201020377822,4.35266109986404,67.0760357146089,3.2291250412545,0.0149079383417833
